time,vehicle_count,avg_speed,speed_std,avg_acceleration,acc_std,avg_co2,avg_fuel,sudden_brake_count,CS,RS,ES,TIS
31,32,10.214670526891362,6.752345183391391,0.4880304898961699,2.100818564424477,4412.185284621742,1430.353359160236,4,0.008556906524525312,0.2262585497882831,0.7051966820684676,0.28285933216683534
32,33,10.17286570257908,6.730602537567053,0.2677306461995759,1.9063674463263776,3760.896714952378,1219.2197574835566,3,0.00901838070951267,0.18196043226192396,0.5463389046914435,0.2220971533698153
33,34,10.168239210407805,6.401749222481306,0.294575440257519,2.213036185874862,4076.222861965903,1321.439199405278,5,0.009436481036639218,0.2675069074342176,0.6232506150064826,0.27100184914686576
34,35,9.963899111582371,6.209843775491374,0.0861810214719359,2.1262277252127024,3614.658132118264,1171.8115740705157,5,0.010118001213997014,0.26428747774435496,0.5106692571518191,0.23653422095445104
35,36,9.75634055058986,6.152645338188933,0.0692164143292203,2.200190589296989,3520.5779028985125,1141.3150759658097,7,0.010830019282165346,0.3412036857887638,0.4877222798207755,0.25300979739572793
36,37,9.782072382572304,6.4638875004847725,0.2894167117281158,2.2068736026834155,4074.237757743263,1320.8006268564277,5,0.011220462038241496,0.2672783582451011,0.62276733492125,0.2715018927652019
37,38,10.111863674120867,6.729261947295639,0.5872142489846773,1.4638329068049327,4030.960520379281,1306.7703206511826,0,0.011165856977985649,0.05428856916961853,0.6122113110841825,0.20441630686733456
38,39,10.559882041336108,6.986615280136641,0.7072969229619288,1.2065379257413238,4434.498223999447,1437.591426731686,1,0.010953812836835351,0.08183296484873828,0.71063996430212,0.24212340387999162
39,39,10.34485638427257,6.640124521139747,0.5016145332306757,1.6407156537132863,4095.967144825703,1327.843484900103,3,0.011248372559822556,0.17210831345023037,0.6280671695761821,0.24455199393185276
40,40,10.544521218877788,6.69123728008684,0.4582862442120324,1.655448742728509,3876.12980974369,1256.5741762248094,2,0.011373511676050219,0.1355681246084029,0.5744454562860497,0.21755347893875587
41,41,10.819214109225516,6.645669209608512,0.531876334710601,1.9549897096902369,4366.174770090306,1415.4358126367888,4,0.011392309602637372,0.22085025500930733,0.6939737605334568,0.2790041285038842
42,42,10.687793474073969,6.713560419823898,0.1261797007823936,2.2501628156039097,4086.580105780637,1324.8003886717358,5,0.011966117499368285,0.26888380748661467,0.625777544230684,0.2731848525149369
43,43,10.973137448730393,6.046995340096606,0.5338973112627973,1.8985265736917745,3971.429259720461,1287.4730637143557,4,0.011956352329542836,0.21875622989897103,0.5976911334783293,0.2497167499450072
44,44,11.120049278385585,5.540183830447165,0.3963013171263364,2.086594322813129,4394.494653665745,1424.622201544707,6,0.012135892839819041,0.29990419890129344,0.7008823991125228,0.3050903365400725
45,45,11.076423736423072,5.552717767267366,0.2034866642238338,2.061477999930652,4044.692096090987,1311.2207652105146,6,0.012577750157428567,0.29897272016095827,0.6155604310679289,0.27939104543163756
46,46,10.481493498233167,5.49732565885192,-0.3541384178328819,2.4657425384571567,3544.4903515453047,1149.0631668117653,9,0.013868392755398765,0.4252252794608179,0.4935541370033495,0.28118118204140974
47,47,9.768514195486578,5.521483211719842,-0.4899688027841806,2.5868411946540464,3228.3819098446647,1046.5860340667464,13,0.015518111900833955,0.578062770961192,0.4164508618234712,0.30456133459573254
48,48,9.87030764779998,5.621478660519708,0.3053041647193711,1.9878942041418903,3794.071327780312,1229.976466651594,6,0.015753606498486204,0.29624374818002325,0.5544310345106737,0.2615038774066035
49,49,10.02610382727238,5.746545611309124,0.3572310294275022,1.9160944498217647,3723.398299101046,1207.0648203421576,6,0.015883975537097944,0.29358094021153897,0.5371927793275387,0.2555857060765625
50,50,10.378330731123569,5.82431236662865,0.5527489803966348,1.7813122686323597,4077.043275828446,1321.7116838172751,4,0.015655116334228295,0.21440915115910583,0.6234519263787559,0.2576203697950498
51,51,10.968787589927803,5.94620773839909,0.7939535398066607,1.6294847402328982,4705.021644113614,1525.2928140279469,2,0.015041372048344435,0.13460520832277323,0.7766248132511149,0.27938555529150416
52,51,11.383389737074204,5.463753269723501,0.4146021471463984,1.993982636233125,4005.483796896628,1298.5140080226918,6,0.014384194225746801,0.296469547357773,0.6059977009535065,0.27649385218368255
53,52,10.863267719798472,5.670237888461333,-0.0316656621107505,2.391878968756986,4027.253495582493,1305.5688436764904,10,0.015604261874314896,0.4595725204765822,0.6113071672581354,0.3275056110701412
54,53,11.09654565673024,5.89689158253196,0.4382452523996626,2.154901786241236,4781.104860912914,1549.9522918810414,8,0.015595685232938215,0.3766106674267465,0.7951815724476851,0.3577759460555047
55,54,11.02686451125319,6.284639967686832,0.1358104407586963,2.0641795645038568,3977.82756148906,1289.5459237415675,7,0.016095638595041158,0.33615950083227913,0.5992515176838783,0.2870615609928637
56,55,11.079027230968688,6.157506583870532,0.2526511653746458,2.043815766898605,4186.682236587113,1357.251374308566,6,0.016387683605002024,0.2983176881862071,0.6501937688619643,0.2911085105564522
57,56,11.023264329185826,6.138213859788396,0.1420768701987232,2.023456101000339,3896.336604184367,1263.1258198942492,7,0.01686809588125077,0.33464920648450236,0.5793743485913337,0.28095430487525114
58,56,11.047027985872855,5.9707283914918925,0.1880828551426557,2.1446151072052158,4000.782491705672,1296.983167012381,9,0.016825773522965524,0.41331575844736107,0.6048497424168229,0.31217995966844136
59,57,11.222212836510096,6.062452826714352,0.3689923591613268,2.2263364080210013,4727.837728600016,1532.6832957008555,8,0.01689574874118691,0.37925993387482826,0.7821888491974204,0.3551929344181493
60,58,11.29037697883656,6.198564950393387,0.2616505705421541,2.1010501445186334,4357.053993915798,1412.4844798320703,9,0.01715140602399283,0.4117000825876453,0.6917500834708645,0.33789561222715003
61,59,11.447474552164326,6.381641783531444,0.348459895002965,2.05189168718072,4567.081015037469,1480.5700764878195,8,0.017247120227536803,0.3727903742347987,0.7429783030001369,0.3416294512614954
62,60,11.378929998259682,6.618339631382104,0.1222466886314265,2.151481124074441,4188.342170670189,1357.7874368738012,9,0.017740145748660036,0.4135703955920733,0.6505982704602171,0.3263466581151512
63,61,11.258462172913204,6.961176233123012,0.0660720106905653,2.196114596071898,4166.7157937049205,1350.7807899349325,10,0.01833534574126872,0.4523122876740157,0.6453240802919668,0.3366250486863022
64,62,11.451290879685589,6.936258656225403,0.3744168063354999,1.8165992640289896,4157.840374837425,1347.9040455134448,6,0.018350312380875092,0.2898910031628189,0.6431593370821,0.28725522702582573
65,63,11.629631149968276,6.953547457491397,0.3601067921824582,1.8456373525985348,4095.511540143892,1327.69978459587,5,0.01839115269545111,0.25388133795805823,0.627956777866394,0.2719078958255161
66,64,11.90697969664004,7.018581461802783,0.4590615333900201,1.88113942608068,4441.991367392719,1440.0182686162398,5,0.01825428548967517,0.25519798876085176,0.712467221143614,0.2976012771672098
67,65,11.976284992525764,6.891638931887807,0.2524895989109541,2.1447558967195524,4414.978700108881,1431.2617062277009,7,0.018487284004832093,0.3391478021367455,0.7058785450716926,0.3209028177644643
68,65,12.082173907535784,6.622214484353572,0.2968154761689317,2.034828215942659,4273.686966330059,1385.4559723893665,8,0.018300515157313128,0.3721575482925241,0.6714152754039588,0.32039205317187014
69,64,11.919618802549648,6.257822611429483,0.181419151219919,2.103279660060527,4173.9277497394605,1353.1170795068044,10,0.01823193984557084,0.44886935657062166,0.6470828628526205,0.33607844176520096
70,65,12.002773563206055,5.994139091750952,0.266533511464865,2.1298390730774672,4152.588000759994,1346.2007737239062,9,0.01844027767067315,0.4127677657447323,0.6418781102313064,0.32376987386108086
71,66,11.7647917464602,6.453459825425805,-0.0561216112427342,2.214272514308323,4137.95033421502,1341.4544736419273,12,0.01923047014661843,0.5271588806355931,0.6383075922675786,0.3573321299295989
72,67,11.927542346633208,6.812558146354517,0.3383445068365924,1.812147158699696,4347.225265734772,1409.2993017574502,7,0.019286949690624323,0.3268124786196491,0.689352927772121,0.31256440179378076
73,68,12.02550974414446,6.735523993654052,0.2733724320205649,1.8809062818328988,4167.619498835245,1351.0729531552024,7,0.019461038839064217,0.3293625199494391,0.6455443587060925,0.30025647913228515
74,69,11.459696056769396,6.718975145237314,-0.3915309374599282,2.3168797136237016,3396.876222203626,1101.2105528798677,14,0.020922822211824847,0.6051374093637918,0.4575492505112716,0.3271751268472489
75,70,11.083297298070091,6.765899018089762,-0.2126888150311697,2.2873771298749968,3780.914829145381,1225.708823373848,14,0.022098699578085065,0.6040432591700924,0.5512215153808145,0.3554189121965061
76,71,10.753613681792372,6.919767547723583,-0.1735808374316642,2.1494592998976403,3645.4820704948943,1181.803251674196,12,0.023239151759762107,0.5247551796002614,0.5181874753195945,0.3221784571798616
77,70,10.635728389977592,6.882554656193236,-0.1068155406811782,2.1052935195698463,3489.797423498367,1131.3326056583464,11,0.023125177919750654,0.4860306326069836,0.4802137627568237,0.29912338977704245
78,72,10.246564228689303,6.940496546799192,-0.0937272615666893,2.102750124300581,3538.138246497389,1147.0069464839748,12,0.024903294166698953,0.5230228956090568,0.492005327238217,0.3144697845208617
79,72,10.17562769745919,6.86329301464421,0.1147486053698117,2.04596116020185,3806.235681502354,1233.917865587392,9,0.025090483685694213,0.40965702007575416,0.5573977069307661,0.30015261157623374
80,73,10.409612661694162,6.748099725805042,0.3733771244741387,1.9584615394617677,4082.192866397554,1323.3799648436604,9,0.02488559881718014,0.4064119576162474,0.6247077752705019,0.31929015939289684
81,73,10.733502328304423,6.441190257073282,0.4807441644328656,1.851429755383877,4223.629599304996,1369.231659584813,7,0.024072033801785898,0.32826933613209985,0.6592062196904278,0.30587148026747263
82,74,10.885106021666786,6.343638844445764,0.2966510221232324,2.052228891264364,4226.310183559317,1370.0986045641887,10,0.024094047674960258,0.44697605769745863,0.6598596729850774,0.34168833827474493
83,75,10.817179620544476,6.546654312939416,0.0772083458332465,2.1207098001172517,4003.9664584958814,1298.0202756350714,11,0.024648724743191037,0.4866023698653451,0.6056272626157616,0.3375283796416084
84,75,11.239043042405676,6.712582941637693,0.5845052366316665,1.7742501857105184,4770.911877340776,1546.6482395019852,6,0.023640998165575893,0.2883204203067605,0.792695424475587,0.33376115270093465
85,76,11.356439324202777,7.002950156764013,0.2652784270919128,1.9715981043030997,4544.77116852996,1473.3379035053292,10,0.023745607653085546,0.44398573685223214,0.7375366762524325,0.3639549669926336
86,76,11.488281725308504,6.9746567067611895,0.3142312084648873,1.975845326040878,4374.502262658166,1418.140804703405,9,0.02344648896670304,0.40705666296187987,0.6960059392577626,0.34029737625257395
87,77,11.505500972573506,6.957937108660625,0.1664177112300461,1.9355501879493948,3975.082522180209,1288.6569983948011,10,0.023776246021777487,0.4426488425992807,0.5985821430232557,0.32187979409547196
88,78,11.417681118660903,6.882162362577675,0.0596865688126988,2.1767047858277127,4137.955646367469,1341.4568844608184,13,0.024347800420488272,0.5628522105918763,0.6383090148354376,0.37008748779638945
89,78,11.29685453840241,6.793290462805163,0.0582928858862245,2.0052338388863755,3623.365143766661,1174.635620909438,10,0.024632111264733404,0.445233171511616,0.5127932729563303,0.29726077784627725
90,79,11.021269749427631,6.9763552106686575,-0.1325866302608243,2.148973837769593,3586.5176344792426,1162.6893021114824,13,0.02568515500587333,0.5618237643226376,0.5038054716950743,0.3299628328076629
91,80,10.89810990483652,7.110343489958185,0.0146060272767352,2.060997828577582,3675.281294769836,1191.465698675943,10,0.02638567371660436,0.44730126767030437,0.5254562974798753,0.3023815390316956
92,81,10.794696085740016,7.156555893195361,0.0311307476298717,1.995229716811141,3566.707575821424,1156.269620034042,11,0.027047796014909312,0.4819487416060638,0.49897396520924814,0.3050959304505573
93,82,10.65752682386087,6.980922369628173,-0.0055266266871936,2.263634911149179,3779.562407786113,1225.2695602493045,16,0.027815185242983164,0.6773359189791107,0.5508914879020278,0.37959429616153484
94,83,10.542292018631295,6.862116968092572,0.0131691324073041,2.0312153589272484,3438.889335674045,1114.8327020503266,12,0.02853777931946874,0.5203699151766937,0.46779724095094527,0.3078652585660792
95,84,10.380898348325395,6.31378372299327,-0.0358901938936237,2.154873462423927,3242.467428111688,1051.1541020491484,13,0.02941228636970856,0.5620425612766019,0.4198868440490548,0.3063437361455804
96,83,10.158566403647589,5.966494966165714,0.1346338400885151,2.258982116360843,3787.5916777610896,1227.8747941394824,14,0.029676898856476334,0.6029901849783119,0.5528503587470214,0.3586229226601905
97,84,10.282752868710308,6.118442651884486,0.2451217793918586,2.1540614724303158,4261.641714940842,1381.554385081543,13,0.029708039156090448,0.5620124473375531,0.6684778748642117,0.38103031232296564
98,85,10.412131002347133,6.432402517856047,0.2503516967981222,2.099684881727348,4204.116658076416,1362.90385117574,10,0.029722885732284484,0.4487360385045481,0.6544463651904132,0.34284387540140215
99,86,10.689156016730296,6.567977629456832,0.3980963051081315,1.981510298760608,4459.223653714952,1445.6047088336136,8,0.029303840809317402,0.37018016861929653,0.7166704203436048,0.3377767130125974
100,87,10.73188565794631,6.707500403611913,0.1655935034772817,2.185093302485305,4329.068738640824,1403.4099722152478,14,0.029573050870764367,0.6002499009169988,0.684923691758414,0.3973812981509296
101,87,10.838157101874325,6.490215617074735,0.258925862571646,2.131821393822278,4233.298281336311,1372.3630443330353,12,0.029266392523555375,0.5241010498293509,0.6615639862535267,0.3674060678342854
102,88,11.146033350114935,6.513133413367898,0.4310371243982727,2.1316669403612463,4968.046586007711,1610.5552222554777,12,0.02878753251823595,0.5240953216773442,0.8407791870220266,0.42097736561710564
103,88,11.144915478723318,6.819736867522391,0.1311598259091013,2.031864937040247,4258.792947821413,1380.6285641484042,13,0.028790604484381938,0.5574805946698254,0.667782597436906,0.3790951994257722
104,87,11.291634885128378,6.818051023795745,0.416682948959883,1.9375549772907807,4640.956499837816,1504.5181002349914,9,0.028017421408925783,0.40563660454060446,0.7609973494247283,0.36119715475317016
105,87,11.468544017439491,6.974906128672398,0.3728261349963953,1.8791745304898568,4487.76030381438,1454.853206094261,9,0.027554811439087588,0.4034714729128267,0.7236304275499552,0.34915249471446963
106,87,11.76050985416866,7.0685086435722,0.4450395944692921,1.8254584976533044,4496.289857320038,1457.620598057907,8,0.026819386425929684,0.3643927396312786,0.7257113198414906,0.33775897241220265
107,87,12.145424138629462,6.890269688835219,0.4723656959235657,1.7665261836560342,4365.842258088462,1415.335201037272,7,0.025899759819270052,0.3251205522749619,0.6938939793602358,0.3160642634182673
108,88,12.102178565751172,6.8144635432283724,0.0947706105152295,2.0340749591767286,3942.4500596664698,1278.0774510107206,13,0.026351969212194327,0.5575625568521653,0.5906225101700702,0.35499630779154834
109,88,12.086423645391456,6.887420092431842,0.112210235461696,2.1537269034477102,4403.274539490929,1427.466795089491,14,0.026389217410606444,0.5990866281719756,0.7030236230017417,0.40118876231635775
110,88,11.72727767715702,7.126395526264911,-0.2001737628081198,2.3536043143953824,4273.394935687282,1385.3624966048085,19,0.02726333135785863,0.7919323438171612,0.6713442652928489,0.4498883152761465
111,88,11.41029772085188,7.189146691426137,-0.1095826116550207,2.3477692345249968,4260.345062749299,1381.1272740257164,16,0.028076850227550788,0.6804561740388884,0.6681603584467316,0.4158156998367063
112,89,11.188793529988205,7.212879398618318,-0.093298598494552,2.1601464521408342,3904.626822551933,1265.8114110636172,14,0.02904837737515641,0.5993247073350032,0.5813960877880772,0.3658355894869867
113,90,11.117919421550564,7.208097287726902,0.0534458196733392,2.0840085466091165,3918.981455577204,1270.4666891246493,13,0.029625241787181414,0.5594144232794116,0.5848977048888895,0.35514373516536285
114,89,10.844646245340188,7.042772260092451,0.0708413531611928,1.848651514742477,3575.930189069504,1159.2579208477796,9,0.03002566503774207,0.4023394783771363,0.5012232101058335,0.28307907255998777
115,90,10.841478813186342,7.078768777197463,0.1173286372388222,1.9288810625985136,3764.536077025133,1220.401159323153,10,0.030423937262561263,0.4424015074893586,0.547226887243168,0.3090580933247825
116,91,10.912917288495176,7.154152747206021,0.1905756051240678,1.8312713138209464,3850.6523681243184,1248.320275190147,9,0.030600665474392854,0.40169490601131225,0.5682321580894144,0.30321838541997514
117,92,10.926927876035617,6.994807063190573,0.1326292537197379,1.9205803876489445,3697.036162984597,1198.520061797023,11,0.030945556789690725,0.4791802526269952,0.5307629449780595,0.3153611819973927
118,92,10.720343501900691,7.0090049705046935,-0.0720066471953394,2.1486686043377348,3726.308056613471,1208.005080211746,15,0.031571863752810674,0.6359856219692941,0.5379019508035165,0.3647950173329675
119,92,10.649959719637112,7.064140292074712,0.0751705182962238,2.093721202380691,4088.59304860794,1325.452002061087,16,0.03179032104273663,0.6710343991208926,0.6262683542913914,0.40190695444077984
120,93,10.470828383020164,6.9620921660809465,-0.0646156407068711,2.1344235697184533,3710.289495122193,1202.8128571849004,16,0.032759986807214925,0.6725439110838435,0.5339949338031151,0.3750656481889736
121,94,10.431771678679404,6.929813853014879,0.0723350869679647,2.089569055953693,3867.691099530824,1253.8412787736463,14,0.03329053972254258,0.5967072324600324,0.5723876511620629,0.36404468097564563
122,92,10.20127821348446,6.884106897000471,-0.1808199151267537,2.258788595266931,3507.910391007507,1137.2082041192375,17,0.03324747307276853,0.7142427745112405,0.4846324458555125,0.37296155533913333
123,93,9.786705007329411,6.81933750101246,-0.3048820425691943,2.161296437676328,3177.4966751609963,1030.0948126687065,18,0.035128657418439825,0.7477137118026473,0.4040401488150433,0.3595776211526831
124,95,9.613810500790946,6.588531414184453,0.0331413883526782,2.1017502385903977,3339.913939809728,1082.7459527217502,13,0.03664363325635057,0.560072402115544,0.44365565255565587,0.31577586970390015
125,95,9.661223558891336,6.373605190670241,0.1945833013658357,1.9961096525127413,3532.200990563565,1145.0822693854211,11,0.03646026925792048,0.48198137541964947,0.4905571626978027,0.3063456691384039
126,94,10.004171709652638,6.298562062102593,0.4731393806980634,1.8934104665392704,4121.332742625083,1336.0698342386893,9,0.03476239630853474,0.4039994352200819,0.6342547911812423,0.3253812264438112
127,95,10.286939334234022,6.130120726612557,0.3880746952093058,1.8847356032398688,3996.491949995999,1295.597430918849,9,0.034184708970972845,0.4036777141315087,0.6038041745898917,0.31591845020480924
128,95,10.524570331297694,6.284771456639997,0.378124937321456,1.9511498568582737,4325.762203147547,1402.3399995711425,10,0.03338524915477819,0.4432273811064053,0.6841175409212991,0.35155757627022255
129,95,10.673759305043813,6.532888056928496,0.3045238720392266,1.9909419717437853,4466.00401734137,1447.8026723692928,13,0.03289996542392008,0.5559629014810775,0.7183242241822845,0.39544612386857664
130,96,10.859306615960556,6.95692076730136,0.2967323036776201,2.1106078916420885,4838.76084713643,1568.6439455505367,13,0.03270187937554549,0.5604009022525076,0.8092447734927785,0.423974454473804
131,97,11.061018500857132,7.178414168173432,0.3136634994941054,1.9185579774439987,4646.924638004875,1506.4521076501544,10,0.032460177355900656,0.44201865947450014,0.7624529210987985,0.37432554511434984
132,98,11.222197775600415,7.2287475445856115,0.2740468104663159,1.8551162607941731,4425.73399229133,1434.7469594407123,10,0.032348512704817194,0.43966582261274323,0.708501647150143,0.3573896460107927
133,99,11.111188541862411,7.260539338628259,0.0023462993488689,2.1579828296694568,4068.0295629830416,1318.784954887456,14,0.03306741110247481,0.599244465957966,0.6212525023561207,0.3793760549352159
134,100,11.105752693223131,7.196810106191536,0.1056760367793436,2.1478756904818685,4186.266879658973,1357.1169769918,17,0.03346484059927019,0.7101293932125718,0.6500925043764826,0.42145250551642444
135,101,11.237300840370125,7.057483094145744,0.241506094604646,1.9462212245967423,3875.853111970609,1256.4884901362375,11,0.03343221979925698,0.48013118380482045,0.5743787053411735,0.329725854663501
136,102,11.384294121906644,6.938192267829604,0.2571628976185826,1.898188486181592,4059.355087776635,1315.9737419898947,10,0.03335291645721356,0.44126322452683064,0.6191368437558851,0.3314611870677001
137,102,11.196206526810435,6.917772925088212,-0.0541579109192555,1.9727858219770715,3406.2618692633496,1104.2541801499472,14,0.033938023296832896,0.5923761406761828,0.45983871727133885,0.32923966670298965
138,102,11.136479529841289,6.933086317101722,0.0535980018443815,1.900626551717839,3627.2502173800767,1175.8946182662912,13,0.034127617140251434,0.5526134106311528,0.5137408085231991,0.3335573126024062
139,101,11.051304013423602,6.84836881608989,0.0009662089392106,1.901463594404991,3239.5878077363936,1050.2227395369384,13,0.034019003588345795,0.5526444536891467,0.4191848627094681,0.30515639635492275
140,101,10.887638589948,6.894148490248901,-0.0190073915656328,2.0533453857597617,3502.6281122927016,1135.4962294655952,14,0.034550523518990746,0.5953638200966686,0.48334410752025253,0.3374325876926726
141,101,10.97554381919072,6.703540839465408,0.2252087547464951,1.812189702041732,3610.22489424657,1170.3778224754876,10,0.03426323641953734,0.4380738229772574,0.5095885603219552,0.2980040095575787
142,101,10.880774614223387,6.500122796580087,0.0344560543707477,2.060333055841188,3457.289070249908,1120.7969289280773,15,0.034573134928721105,0.6327095578007693,0.472285071729437,0.3453276428305503
143,102,10.724170925125874,6.362629468732329,-0.0499294281737538,2.305980629713705,3786.7048703993314,1227.588751552163,19,0.035489120064359295,0.7901661438035295,0.5526343203121368,0.41703578726044355
144,102,10.438757638372053,6.033590126214903,0.021729170524266,2.051385713124458,3495.3741157241866,1133.1425989042102,14,0.036489083767397276,0.5952911425233492,0.48157438690959026,0.3376552923368408
145,103,10.47628157971858,6.0821623411971775,0.1388711028841181,1.9834954301710943,3808.815866317702,1234.755817959498,13,0.0367561694173616,0.5556867346553666,0.5580273262684985,0.3488166860441041
146,104,10.644208861625025,6.001614585653592,0.2686607586345072,1.8462457463427304,3735.753579362847,1211.0697615672316,9,0.03655553763698944,0.4022502566336104,0.5402063247918726,0.29735918948244067
147,105,10.653970151774788,6.177272369336142,0.1111347078795271,2.065647669557213,4054.221217259145,1314.311494235011,15,0.03691634950435375,0.6329066586945878,0.6178850018165067,0.3900040379550699
148,106,10.495066000099612,6.444656616132833,-0.0583949992999426,2.058147540551602,3633.573495321215,1177.9441594156651,13,0.03789081976244422,0.5584553267803353,0.5152830780465147,0.3372778493530327
149,106,10.555560860575484,6.870187252241682,0.1622514322375116,2.02003658957155,4171.130740258314,1352.2093152451096,15,0.03766844129979035,0.6312150993238484,0.6464004451898719,0.3983520398740322
